source,compare,coluna,tipo
csvData4798003__1.csv,csvData436368__11.csv,hr,diferente
csvData4798003__1.csv,csvData436368__11.csv,h,diferente
csvData4798003__1.csv,csvData436368__11.csv,so,diferente
csvData4798003__1.csv,csvData436368__11.csv,cs,diferente
csvData4798003__1.csv,csvData436368__11.csv,sf,diferente
csvData4798003__1.csv,csvData436368__11.csv,rbi,diferente
csvData4798003__1.csv,csvData436368__11.csv,player,diferente
csvData4798003__1.csv,csvData436368__11.csv,2b,diferente
csvData4798003__1.csv,csvData436368__11.csv,gidp,diferente
csvData4798003__1.csv,csvData436368__11.csv,r,diferente
csvData4798003__1.csv,csvData436368__11.csv,avg,diferente
csvData23033509__4.csv,csvData2877720__14.csv,3b,match
csvData23033509__4.csv,csvData2877720__14.csv,slg,match
csvData23033509__4.csv,csvData2877720__14.csv,sf,match
csvData23033509__4.csv,csvData2877720__14.csv,player,match
csvData23033509__4.csv,csvData2877720__14.csv,gidp,match
csvData23033509__4.csv,csvData2877720__14.csv,r,match
csvData23033509__4.csv,csvData2877720__14.csv,hr,diferente
csvData23033509__4.csv,csvData2877720__14.csv,h,diferente
csvData23033509__4.csv,csvData2877720__14.csv,bb,diferente
csvData23033509__4.csv,csvData2877720__14.csv,sb,diferente
csvData23033509__4.csv,csvData2877720__14.csv,g,diferente
csvData23033509__4.csv,csvData2877720__14.csv,ops,diferente
csvData23033509__4.csv,csvData2877720__14.csv,3b,match
csvData23033509__4.csv,csvData2877720__14.csv,slg,match
csvData23033509__4.csv,csvData2877720__14.csv,sf,match
csvData23033509__4.csv,csvData2877720__14.csv,player,match
csvData23033509__4.csv,csvData2877720__14.csv,gidp,match
csvData23033509__4.csv,csvData2877720__14.csv,r,match
csvData23033509__4.csv,csvData2877720__14.csv,hr,diferente
csvData23033509__4.csv,csvData2877720__14.csv,h,diferente
csvData23033509__4.csv,csvData2877720__14.csv,bb,diferente
csvData23033509__4.csv,csvData2877720__14.csv,sb,diferente
csvData23033509__4.csv,csvData2877720__14.csv,g,diferente
csvData23033509__4.csv,csvData2877720__14.csv,ops,diferente
csvData10025189__3.csv,csvData8804961__3.csv,3b,match
csvData10025189__3.csv,csvData8804961__3.csv,pos,match
csvData10025189__3.csv,csvData8804961__3.csv,obp,match
csvData10025189__3.csv,csvData8804961__3.csv,bb,match
csvData10025189__3.csv,csvData8804961__3.csv,team,match
csvData10025189__3.csv,csvData8804961__3.csv,so,diferente
csvData10025189__3.csv,csvData8804961__3.csv,sf,diferente
csvData10025189__3.csv,csvData8804961__3.csv,sb,diferente
csvData10025189__3.csv,csvData8804961__3.csv,r,diferente
csvData10025189__3.csv,csvData8804961__3.csv,ab,diferente
csvData10025189__3.csv,csvData8804961__3.csv,avg,diferente
csvData4674540__15.csv,csvData29453038__8.csv,hr,match
csvData4674540__15.csv,csvData29453038__8.csv,pos,match
csvData4674540__15.csv,csvData29453038__8.csv,h,match
csvData4674540__15.csv,csvData29453038__8.csv,sb,match
csvData4674540__15.csv,csvData29453038__8.csv,2b,match
csvData4674540__15.csv,csvData29453038__8.csv,team,match
csvData4674540__15.csv,csvData29453038__8.csv,cs,diferente
csvData4674540__15.csv,csvData29453038__8.csv,rbi,diferente
csvData4674540__15.csv,csvData29453038__8.csv,g,diferente
csvData4674540__15.csv,csvData29453038__8.csv,gidp,diferente
csvData4674540__15.csv,csvData29453038__8.csv,r,diferente
csvData7470046__3.csv,csvData17093328__0.csv,gmsc,match
csvData7470046__3.csv,csvData17093328__0.csv,ortg,match
csvData7470046__3.csv,csvData17093328__0.csv,drtg,match
csvData7470046__3.csv,csvData17093328__0.csv,date,match
csvData7470046__3.csv,csvData17093328__0.csv,opp,diferente
csvData7470046__3.csv,csvData17093328__0.csv,trb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,usg,diferente
csvData7470046__3.csv,csvData17093328__0.csv,efg,diferente
csvData7470046__3.csv,csvData17093328__0.csv,g,diferente
csvData7470046__3.csv,csvData17093328__0.csv,drb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,tov,diferente
csvData7470046__3.csv,csvData17093328__0.csv,orb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,ast,diferente
csvData7470046__3.csv,csvData17093328__0.csv,gmsc,match
csvData7470046__3.csv,csvData17093328__0.csv,ortg,match
csvData7470046__3.csv,csvData17093328__0.csv,drtg,match
csvData7470046__3.csv,csvData17093328__0.csv,date,match
csvData7470046__3.csv,csvData17093328__0.csv,opp,diferente
csvData7470046__3.csv,csvData17093328__0.csv,trb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,usg,diferente
csvData7470046__3.csv,csvData17093328__0.csv,efg,diferente
csvData7470046__3.csv,csvData17093328__0.csv,g,diferente
csvData7470046__3.csv,csvData17093328__0.csv,drb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,tov,diferente
csvData7470046__3.csv,csvData17093328__0.csv,orb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,ast,diferente
csvData7470046__3.csv,csvData17093328__0.csv,gmsc,match
csvData7470046__3.csv,csvData17093328__0.csv,ortg,match
csvData7470046__3.csv,csvData17093328__0.csv,drtg,match
csvData7470046__3.csv,csvData17093328__0.csv,date,match
csvData7470046__3.csv,csvData17093328__0.csv,opp,diferente
csvData7470046__3.csv,csvData17093328__0.csv,trb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,usg,diferente
csvData7470046__3.csv,csvData17093328__0.csv,efg,diferente
csvData7470046__3.csv,csvData17093328__0.csv,g,diferente
csvData7470046__3.csv,csvData17093328__0.csv,drb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,tov,diferente
csvData7470046__3.csv,csvData17093328__0.csv,orb,diferente
csvData7470046__3.csv,csvData17093328__0.csv,ast,diferente
csvData26651945__13.csv,csvData2877720__7.csv,sf,match
csvData26651945__13.csv,csvData2877720__7.csv,bb,match
csvData26651945__13.csv,csvData2877720__7.csv,sb,match
csvData26651945__13.csv,csvData2877720__7.csv,player,match
csvData26651945__13.csv,csvData2877720__7.csv,so,match
csvData26651945__13.csv,csvData2877720__7.csv,hr,diferente
csvData26651945__13.csv,csvData2877720__7.csv,pos,diferente
csvData26651945__13.csv,csvData2877720__7.csv,slg,diferente
csvData26651945__13.csv,csvData2877720__7.csv,rbi,diferente
csvData26651945__13.csv,csvData2877720__7.csv,g,diferente
csvData26651945__13.csv,csvData2877720__7.csv,2b,diferente
csvData26651945__13.csv,csvData2877720__7.csv,ab,diferente
csvData26651945__13.csv,csvData2877720__7.csv,r,diferente
csvData26651945__13.csv,csvData2877720__7.csv,sh,diferente
csvData26651945__13.csv,csvData2877720__7.csv,avg,diferente
csvData23141915__0.csv,csvData13051044__0.csv,blk,match
csvData23141915__0.csv,csvData13051044__0.csv,drb,match
csvData23141915__0.csv,csvData13051044__0.csv,tov,match
csvData23141915__0.csv,csvData13051044__0.csv,orb,match
csvData23141915__0.csv,csvData13051044__0.csv,tm,match
csvData23141915__0.csv,csvData13051044__0.csv,drtg,match
csvData23141915__0.csv,csvData13051044__0.csv,gmsc,diferente
csvData23141915__0.csv,csvData13051044__0.csv,age,diferente
csvData23141915__0.csv,csvData13051044__0.csv,date,diferente
csvData23141915__0.csv,csvData13051044__0.csv,ortg,diferente
csvData23141915__0.csv,csvData13051044__0.csv,ast,diferente
csvData23141915__0.csv,csvData13051044__0.csv,blk,match
csvData23141915__0.csv,csvData13051044__0.csv,drb,match
csvData23141915__0.csv,csvData13051044__0.csv,tov,match
csvData23141915__0.csv,csvData13051044__0.csv,orb,match
csvData23141915__0.csv,csvData13051044__0.csv,tm,match
csvData23141915__0.csv,csvData13051044__0.csv,drtg,match
csvData23141915__0.csv,csvData13051044__0.csv,gmsc,diferente
csvData23141915__0.csv,csvData13051044__0.csv,age,diferente
csvData23141915__0.csv,csvData13051044__0.csv,date,diferente
csvData23141915__0.csv,csvData13051044__0.csv,ortg,diferente
csvData23141915__0.csv,csvData13051044__0.csv,ast,diferente
csvData7063593__2.csv,csvData11585188__5.csv,gmsc,match
csvData7063593__2.csv,csvData11585188__5.csv,mp,match
csvData7063593__2.csv,csvData11585188__5.csv,rk,match
csvData7063593__2.csv,csvData11585188__5.csv,stl,match
csvData7063593__2.csv,csvData11585188__5.csv,ast,match
csvData7063593__2.csv,csvData11585188__5.csv,drb,diferente
csvData7063593__2.csv,csvData11585188__5.csv,ts,diferente
csvData7063593__2.csv,csvData11585188__5.csv,blk,diferente
csvData23141915__0.csv,csvData1549285__2.csv,blk,match
csvData23141915__0.csv,csvData1549285__2.csv,tov,match
csvData23141915__0.csv,csvData1549285__2.csv,ortg,match
csvData23141915__0.csv,csvData1549285__2.csv,tm,match
csvData23141915__0.csv,csvData1549285__2.csv,drtg,match
csvData23141915__0.csv,csvData1549285__2.csv,ast,match
csvData23141915__0.csv,csvData1549285__2.csv,gmsc,diferente
csvData23141915__0.csv,csvData1549285__2.csv,age,diferente
csvData23141915__0.csv,csvData1549285__2.csv,opp,diferente
csvData23141915__0.csv,csvData1549285__2.csv,trb,diferente
csvData23141915__0.csv,csvData1549285__2.csv,drb,diferente
csvData23141915__0.csv,csvData1549285__2.csv,orb,diferente
csvData26853929__7.csv,csvData7320164__8.csv,cs,match
csvData26853929__7.csv,csvData7320164__8.csv,slg,match
csvData26853929__7.csv,csvData7320164__8.csv,avg,match
csvData26853929__7.csv,csvData7320164__8.csv,sb,match
csvData26853929__7.csv,csvData7320164__8.csv,hr,diferente
csvData26853929__7.csv,csvData7320164__8.csv,ab,diferente
csvData26853929__7.csv,csvData7320164__8.csv,so,diferente
csvData26853929__7.csv,csvData7320164__8.csv,bb,diferente
csvData26853929__7.csv,csvData7320164__8.csv,sf,diferente
csvData26853929__7.csv,csvData7320164__8.csv,g,diferente
csvData26853929__7.csv,csvData7320164__8.csv,2b,diferente
csvData26853929__7.csv,csvData7320164__8.csv,ops,diferente
csvData26853929__7.csv,csvData7320164__8.csv,gidp,diferente
csvData26853929__7.csv,csvData7320164__8.csv,r,diferente
csvData26853929__7.csv,csvData7320164__8.csv,hbp,diferente
csvData26853929__7.csv,csvData7320164__8.csv,sh,diferente
csvData13703215__18.csv,csvData13434912__2.csv,bb,match
csvData13703215__18.csv,csvData13434912__2.csv,rbi,match
csvData13703215__18.csv,csvData13434912__2.csv,g,match
csvData13703215__18.csv,csvData13434912__2.csv,sb,match
csvData13703215__18.csv,csvData13434912__2.csv,team,match
csvData13703215__18.csv,csvData13434912__2.csv,so,match
csvData13703215__18.csv,csvData13434912__2.csv,3b,diferente
csvData13703215__18.csv,csvData13434912__2.csv,pos,diferente
csvData13703215__18.csv,csvData13434912__2.csv,hr,diferente
csvData13703215__18.csv,csvData13434912__2.csv,h,diferente
csvData13703215__18.csv,csvData13434912__2.csv,sf,diferente
csvData13703215__18.csv,csvData13434912__2.csv,r,diferente
csvData13891302__10.csv,csvData6592205__0.csv,player,match
csvData13891302__10.csv,csvData6592205__0.csv,team,match
csvData13891302__10.csv,csvData6592205__0.csv,ab,match
csvData13891302__10.csv,csvData6592205__0.csv,gidp,match
csvData13891302__10.csv,csvData6592205__0.csv,hr,diferente
csvData13891302__10.csv,csvData6592205__0.csv,pos,diferente
csvData13891302__10.csv,csvData6592205__0.csv,3b,diferente
csvData13891302__10.csv,csvData6592205__0.csv,cs,diferente
csvData13891302__10.csv,csvData6592205__0.csv,slg,diferente
csvData13891302__10.csv,csvData6592205__0.csv,bb,diferente
csvData13891302__10.csv,csvData6592205__0.csv,rbi,diferente
csvData13891302__10.csv,csvData6592205__0.csv,sb,diferente
csvData13891302__10.csv,csvData6592205__0.csv,2b,diferente
csvData13891302__10.csv,csvData6592205__0.csv,ops,diferente
csvData13891302__10.csv,csvData6592205__0.csv,sh,diferente
csvData13891302__10.csv,csvData6592205__0.csv,player,match
csvData13891302__10.csv,csvData6592205__0.csv,team,match
csvData13891302__10.csv,csvData6592205__0.csv,ab,match
csvData13891302__10.csv,csvData6592205__0.csv,gidp,match
csvData13891302__10.csv,csvData6592205__0.csv,hr,diferente
csvData13891302__10.csv,csvData6592205__0.csv,pos,diferente
csvData13891302__10.csv,csvData6592205__0.csv,3b,diferente
csvData13891302__10.csv,csvData6592205__0.csv,cs,diferente
csvData13891302__10.csv,csvData6592205__0.csv,slg,diferente
csvData13891302__10.csv,csvData6592205__0.csv,bb,diferente
csvData13891302__10.csv,csvData6592205__0.csv,rbi,diferente
csvData13891302__10.csv,csvData6592205__0.csv,sb,diferente
csvData13891302__10.csv,csvData6592205__0.csv,2b,diferente
csvData13891302__10.csv,csvData6592205__0.csv,ops,diferente
csvData13891302__10.csv,csvData6592205__0.csv,sh,diferente
csvData25917960__0.csv,csvData25120653__1.csv,gmsc,match
csvData25917960__0.csv,csvData25120653__1.csv,ts,match
csvData25917960__0.csv,csvData25120653__1.csv,mp,match
csvData25917960__0.csv,csvData25120653__1.csv,gs,match
csvData25917960__0.csv,csvData25120653__1.csv,ast,match
csvData25917960__0.csv,csvData25120653__1.csv,drtg,match
csvData25917960__0.csv,csvData25120653__1.csv,opp,diferente
csvData25917960__0.csv,csvData25120653__1.csv,trb,diferente
csvData25917960__0.csv,csvData25120653__1.csv,efg,diferente
csvData25917960__0.csv,csvData25120653__1.csv,g,diferente
csvData25917960__0.csv,csvData25120653__1.csv,drb,diferente
csvData4431378__4.csv,csvData4823585__2.csv,h,match
csvData4431378__4.csv,csvData4823585__2.csv,obp,match
csvData4431378__4.csv,csvData4823585__2.csv,player,match
csvData4431378__4.csv,csvData4823585__2.csv,2b,match
csvData4431378__4.csv,csvData4823585__2.csv,ab,match
csvData4431378__4.csv,csvData4823585__2.csv,3b,diferente
csvData4431378__4.csv,csvData4823585__2.csv,pos,diferente
csvData4431378__4.csv,csvData4823585__2.csv,sh,diferente
csvData4431378__4.csv,csvData4823585__2.csv,cs,diferente
csvData4431378__4.csv,csvData4823585__2.csv,sf,diferente
csvData4431378__4.csv,csvData4823585__2.csv,g,diferente
csvData4431378__4.csv,csvData4823585__2.csv,ops,diferente
csvData4431378__4.csv,csvData4823585__2.csv,r,diferente
csvData22418917__1.csv,csvData11585188__0.csv,age,match
csvData22418917__1.csv,csvData11585188__0.csv,date,match
csvData22418917__1.csv,csvData11585188__0.csv,mp,match
csvData22418917__1.csv,csvData11585188__0.csv,orb,match
csvData22418917__1.csv,csvData11585188__0.csv,ast,match
csvData22418917__1.csv,csvData11585188__0.csv,gmsc,diferente
csvData22418917__1.csv,csvData11585188__0.csv,ts,diferente
csvData22418917__1.csv,csvData11585188__0.csv,opp,diferente
csvData22418917__1.csv,csvData11585188__0.csv,usg,diferente
csvData22418917__1.csv,csvData11585188__0.csv,blk,diferente
csvData22418917__1.csv,csvData11585188__0.csv,tov,diferente
csvData22418917__1.csv,csvData11585188__0.csv,stl,diferente
csvData22418917__1.csv,csvData11585188__0.csv,tm,diferente
csvData22418917__1.csv,csvData11585188__0.csv,age,match
csvData22418917__1.csv,csvData11585188__0.csv,date,match
csvData22418917__1.csv,csvData11585188__0.csv,mp,match
csvData22418917__1.csv,csvData11585188__0.csv,orb,match
csvData22418917__1.csv,csvData11585188__0.csv,ast,match
csvData22418917__1.csv,csvData11585188__0.csv,gmsc,diferente
csvData22418917__1.csv,csvData11585188__0.csv,ts,diferente
csvData22418917__1.csv,csvData11585188__0.csv,opp,diferente
csvData22418917__1.csv,csvData11585188__0.csv,usg,diferente
csvData22418917__1.csv,csvData11585188__0.csv,blk,diferente
csvData22418917__1.csv,csvData11585188__0.csv,tov,diferente
csvData22418917__1.csv,csvData11585188__0.csv,stl,diferente
csvData22418917__1.csv,csvData11585188__0.csv,tm,diferente
csvData23141915__6.csv,csvData7470046__3.csv,gmsc,match
csvData23141915__6.csv,csvData7470046__3.csv,ortg,match
csvData23141915__6.csv,csvData7470046__3.csv,g,match
csvData23141915__6.csv,csvData7470046__3.csv,opp,match
csvData23141915__6.csv,csvData7470046__3.csv,date,diferente
csvData23141915__6.csv,csvData7470046__3.csv,usg,diferente
csvData23141915__6.csv,csvData7470046__3.csv,trb,diferente
csvData23141915__6.csv,csvData7470046__3.csv,mp,diferente
csvData23141915__6.csv,csvData7470046__3.csv,rk,diferente
csvData23141915__6.csv,csvData7470046__3.csv,orb,diferente
csvData23141915__6.csv,csvData7470046__3.csv,ast,diferente
csvData23141915__6.csv,csvData7470046__3.csv,drtg,diferente
csvData4676916__2.csv,csvData1444875__15.csv,slg,match
csvData4676916__2.csv,csvData1444875__15.csv,2b,match
csvData4676916__2.csv,csvData1444875__15.csv,team,match
csvData4676916__2.csv,csvData1444875__15.csv,sh,match
csvData4676916__2.csv,csvData1444875__15.csv,so,match
csvData4676916__2.csv,csvData1444875__15.csv,3b,diferente
csvData4676916__2.csv,csvData1444875__15.csv,pos,diferente
csvData4676916__2.csv,csvData1444875__15.csv,hr,diferente
csvData4676916__2.csv,csvData1444875__15.csv,h,diferente
csvData4676916__2.csv,csvData1444875__15.csv,bb,diferente
csvData4676916__2.csv,csvData1444875__15.csv,sb,diferente
csvData4676916__2.csv,csvData1444875__15.csv,g,diferente
csvData4676916__2.csv,csvData1444875__15.csv,ops,diferente
csvData4676916__2.csv,csvData1444875__15.csv,ab,diferente
csvData4676916__2.csv,csvData1444875__15.csv,avg,diferente
csvData1644016__0.csv,csvData17054209__1.csv,orb,match
csvData1644016__0.csv,csvData17054209__1.csv,date,match
csvData1644016__0.csv,csvData17054209__1.csv,age,diferente
csvData1644016__0.csv,csvData17054209__1.csv,usg,diferente
csvData1644016__0.csv,csvData17054209__1.csv,mp,diferente
csvData1644016__0.csv,csvData17054209__1.csv,efg,diferente
csvData1644016__0.csv,csvData17054209__1.csv,tov,diferente
csvData1644016__0.csv,csvData17054209__1.csv,ortg,diferente
csvData1644016__0.csv,csvData17054209__1.csv,opp,diferente
csvData1644016__0.csv,csvData17054209__1.csv,blk,diferente
csvData1644016__0.csv,csvData17054209__1.csv,rk,diferente
csvData1644016__0.csv,csvData17054209__1.csv,drtg,diferente
csvData8620997__2.csv,csvData14833792__2.csv,pos,match
csvData8620997__2.csv,csvData14833792__2.csv,sb,match
csvData8620997__2.csv,csvData14833792__2.csv,gidp,match
csvData8620997__2.csv,csvData14833792__2.csv,team,match
csvData8620997__2.csv,csvData14833792__2.csv,sh,match
csvData8620997__2.csv,csvData14833792__2.csv,so,match
csvData8620997__2.csv,csvData14833792__2.csv,3b,diferente
csvData8620997__2.csv,csvData14833792__2.csv,h,diferente
csvData8620997__2.csv,csvData14833792__2.csv,cs,diferente
csvData8620997__2.csv,csvData14833792__2.csv,obp,diferente
csvData8620997__2.csv,csvData14833792__2.csv,slg,diferente
csvData8620997__2.csv,csvData14833792__2.csv,player,diferente
csvData8620997__2.csv,csvData14833792__2.csv,g,diferente
csvData8620997__2.csv,csvData14833792__2.csv,r,diferente
csvData1444875__7.csv,csvData19072013__2.csv,player,match
csvData1444875__7.csv,csvData19072013__2.csv,r,match
csvData1444875__7.csv,csvData19072013__2.csv,sf,match
csvData1444875__7.csv,csvData19072013__2.csv,ab,match
csvData1444875__7.csv,csvData19072013__2.csv,hr,diferente
csvData1444875__7.csv,csvData19072013__2.csv,3b,diferente
csvData1444875__7.csv,csvData19072013__2.csv,h,diferente
csvData1444875__7.csv,csvData19072013__2.csv,bb,diferente
csvData1444875__7.csv,csvData19072013__2.csv,sb,diferente
csvData1444875__7.csv,csvData19072013__2.csv,2b,diferente
csvData1444875__7.csv,csvData19072013__2.csv,gidp,diferente
csvData1444875__7.csv,csvData19072013__2.csv,sh,diferente
csvData1444875__7.csv,csvData19072013__2.csv,so,diferente
csvData23967202__3.csv,csvData8770780__8.csv,orb,match
