query_table,candidate_table,query_column,candidate_column
csvData13891302__10.csv,csvData6592205__0.csv,Player,Player
csvData13891302__10.csv,csvData6592205__0.csv,GIDP,GIDP
csvData6605406__2.csv,csvData8705908.csv,FG%,FG%
csvData18661263__12.csv,csvData1902536__2.csv,POS,POS
csvData23033509__18.csv,csvData22658714__1.csv,AVG,AVG
csvData29453038__13.csv,csvData2404013.csv,Team,Team
csvData29453038__13.csv,csvData2404013.csv,Player,Player
csvData13434912__4.csv,csvData21873021.csv,Team,Team
csvData25917960__0.csv,csvData25120653__1.csv,AST%,AST%
csvData2761087__12.csv,csvData2761087__14.csv,Player,Player
csvData2590167__15.csv,csvData15745723.csv,Player,Player
csvData9475480__6.csv,csvData18614860.csv,AVG,AVG
csvData8479264__2.csv,csvData8479264__3.csv,Team,Team
csvData8479264__2.csv,csvData8479264__3.csv,AVG,AVG
csvData8479264__2.csv,csvData8479264__3.csv,RBI,RBI
csvData4431378__4.csv,csvData4823585__2.csv,Player,Player
csvData17093328__0.csv,csvData17093328.csv,TOV%,TOV%
csvData17093328__0.csv,csvData17093328.csv,eFG%,eFG%
csvData17093328__0.csv,csvData17093328.csv,TRB%,TRB%
csvData21084464__1.csv,csvData27987124.csv,Player,Player
csvData8804961__3.csv,csvData26853929.csv,Team,Team
csvData8804961__3.csv,csvData26853929.csv,OBP,OBP
csvData21642271__2.csv,csvData21642271__2.csv,Team,Team
csvData21642271__2.csv,csvData21642271__2.csv,Shots/60,Shots/60
csvData21642271__2.csv,csvData21642271__2.csv,iFenwick,iFenwick
csvData21642271__2.csv,csvData21642271__2.csv,Player Name,Player Name
csvData21642271__2.csv,csvData21642271__2.csv,Points/60,Points/60
csvData21642271__2.csv,csvData21642271__2.csv,FirstA/60,FirstA/60
csvData26959440__0.csv,csvData26876437.csv,OPS,OPS
csvData29453038__9.csv,csvData398599.csv,Team,Team
csvData29453038__9.csv,csvData398599.csv,GIDP,GIDP
csvData22418917__1.csv,csvData11585188__0.csv,AST%,AST%
csvData22418917__1.csv,csvData11585188__0.csv,Date,Date
csvData23141915__6.csv,csvData7470046__3.csv,ORtg,ORtg
csvData7222492__9.csv,csvData7222492__7.csv,PPG,PPG
csvData7222492__9.csv,csvData7222492__7.csv,BPG,BPG
csvData7222492__9.csv,csvData7222492__7.csv,FTM,FTM
csvData4676916__2.csv,csvData1444875__15.csv,Team,Team
csvData18784108__2.csv,csvData4602349.csv,GIDP,GIDP
csvData26150573__3.csv,csvData26150573__2.csv,ORB%,ORB%
csvData3284798__5.csv,csvData24442720.csv,Split,Split
csvData3284798__5.csv,csvData24442720.csv,3FGA,3FGA
csvData13434912__2.csv,csvData21873021.csv,Team,Team
csvData1644016__0.csv,csvData17054209__1.csv,Date,Date
csvData2590167__15.csv,csvData2590167__18.csv,Team,Team
csvData2590167__15.csv,csvData2590167__18.csv,OPS,OPS
csvData29230622__0.csv,csvData29230622__1.csv,VORP,VORP
csvData29230622__0.csv,csvData29230622__1.csv,YEAR,YEAR
csvData29230622__0.csv,csvData29230622__1.csv,oppSLG,oppSLG
csvData26162088__2.csv,csvData26162088__0.csv,BLK%,BLK%
csvData26162088__2.csv,csvData26162088__0.csv,AST%,AST%
csvData26162088__2.csv,csvData26162088__0.csv,GmSc,GmSc
csvData9205349__0.csv,csvData9205349.csv,iCorsi/60,iCorsi/60
csvData26672678__2.csv,csvData3726343__0.csv,Player,Player
csvData13336059__12.csv,csvData13336059__13.csv,SLG,SLG
csvData13336059__12.csv,csvData13336059__13.csv,AVG,AVG
csvData15933779__4.csv,csvData26150573.csv,TS%,TS%
csvData15933779__4.csv,csvData26150573.csv,Date,Date
csvData8620997__2.csv,csvData14833792__2.csv,GIDP,GIDP
csvData9475480__8.csv,csvData13292203__3.csv,GIDP,GIDP
csvData1444875__7.csv,csvData19072013__2.csv,Player,Player
csvData1549285__1.csv,csvData1549285__2.csv,BLK%,BLK%
csvData1549285__1.csv,csvData1549285__2.csv,AST%,AST%
csvData1549285__1.csv,csvData1549285__2.csv,Opp,Opp
csvData1549285__1.csv,csvData1549285__2.csv,DRtg,DRtg
csvData2798756__5.csv,csvData15067795.csv,DRB%,DRB%
csvData11573229__2.csv,csvData10393553.csv,Pos Summary,Pos Summary
csvData11573229__2.csv,csvData10393553.csv,Acquired,Acquired
csvData11573229__2.csv,csvData10393553.csv,Age,Age
csvData11573229__2.csv,csvData10393553.csv,RAA,RAA
csvData29230622__0.csv,csvData6027794.csv,TEAM,TEAM
csvData23967202__3.csv,csvData8770780__8.csv,TOV%,TOV%
csvData13891302__14.csv,csvData13891302__8.csv,Team,Team
csvData9768769__2.csv,csvData9768769__2.csv,GIDP,GIDP
csvData14248779__0.csv,csvData20108767.csv,STL%,STL%
csvData14248779__0.csv,csvData20108767.csv,TOV%,TOV%
csvData14248779__0.csv,csvData20108767.csv,DRB%,DRB%
csvData14248779__0.csv,csvData20108767.csv,GmSc,GmSc
csvData2879490__15.csv,csvData12080041.csv,AVG,AVG
csvData2879490__15.csv,csvData12080041.csv,Player,Player
csvData14690251__3.csv,csvData27987124__4.csv,AVG,AVG
csvData14690251__3.csv,csvData27987124__4.csv,Player,Player
csvData2879490__3.csv,csvData2879490__0.csv,AVG,AVG
csvData2879490__3.csv,csvData2879490__0.csv,Player,Player
csvData29402006__4.csv,csvData20001399.csv,Player,Player
csvData17302070__12.csv,csvData17302070__15.csv,Team,Team
csvData13726780__1.csv,csvData16083137.csv,ORB%,ORB%
csvData786002__1.csv,csvData25917960.csv,GmSc,GmSc
csvData919002__2.csv,csvData919002__2.csv,ORB%,ORB%
csvData14585065__2.csv,csvData14585065__0.csv,Team,Team
csvData22935665__3.csv,csvData19635852.csv,BLK%,BLK%
csvData22935665__3.csv,csvData19635852.csv,STL%,STL%
csvData4823585__8.csv,csvData24807247__14.csv,RBI,RBI
csvData23141915__8.csv,csvData7470046__2.csv,ORtg,ORtg
csvData10001964__3.csv,csvData19719828.csv,AST%,AST%
csvData21084464__4.csv,csvData21084464__0.csv,Player,Player
csvData11585188__3.csv,csvData23271638.csv,GmSc,GmSc
csvData19132138__7.csv,csvData19132138__4.csv,LVL,LVL
csvData17093328__0.csv,csvData21153373.csv,ORtg,ORtg
csvData1902536__4.csv,csvData13227194.csv,Player,Player
csvData2879490__5.csv,csvData9475480__4.csv,GIDP,GIDP
csvData17302070__5.csv,csvData3383853__8.csv,SLG,SLG
csvData17302070__5.csv,csvData3383853__8.csv,Player,Player
csvData25437325__8.csv,csvData21873021__6.csv,Player,Player
csvData3178438__17.csv,csvData3178438__19.csv,TOV,TOV
csvData432880__5.csv,csvData16984008__5.csv,AST%,AST%
csvData432880__5.csv,csvData16984008__5.csv,Date,Date
csvData22678292__1.csv,csvData9079863__5.csv,DRB%,DRB%
csvData24341501__4.csv,csvData24341501__11.csv,oppOBP,oppOBP
csvData24341501__4.csv,csvData24341501__11.csv,YEAR,YEAR
csvData6592205__2.csv,csvData18661263.csv,Player,Player
csvData13051044__2.csv,csvData22266740.csv,DRB%,DRB%
csvData13051044__2.csv,csvData22266740.csv,DRtg,DRtg
csvData14780613__2.csv,csvData12888819.csv,DRB%,DRB%
csvData14780613__2.csv,csvData12888819.csv,GmSc,GmSc
csvData2798756__3.csv,csvData23141915__1.csv,TOV%,TOV%
csvData21947308__2.csv,csvData29351791.csv,Result,Result
csvData21947308__2.csv,csvData29351791.csv,IBB,IBB
csvData9739809__1.csv,csvData13997791.csv,OBP,OBP
csvData7434868__3.csv,csvData7434868.csv,MPG,MPG
csvData7104405__9.csv,csvData22658714__6.csv,Player,Player
csvData19621512__16.csv,csvData15894443__6.csv,PPF,PPF
csvData15745723__17.csv,csvData18661263__14.csv,Team,Team
csvData14297814__0.csv,csvData22069876.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__0.csv,csvData22069876.csv,Stayed Girder,Stayed Girder
csvData14297814__0.csv,csvData22069876.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__0.csv,csvData22069876.csv,Truss-Deck,Truss-Deck
csvData14297814__0.csv,csvData22069876.csv,Arch-Thru,Arch-Thru
csvData21286196__2.csv,csvData24352768.csv,Player,Player
csvData21084464__10.csv,csvData24807247__8.csv,Player,Player
csvData7104405__6.csv,csvData4674540.csv,Player,Player
csvData23967202__2.csv,csvData20076526.csv,DRB%,DRB%
csvData23967202__2.csv,csvData20076526.csv,ORtg,ORtg
csvData23967202__2.csv,csvData20076526.csv,eFG%,eFG%
csvData4460__3.csv,csvData4460.csv,GmSc,GmSc
csvData4460__3.csv,csvData4460.csv,DRtg,DRtg
csvData22709338__0.csv,csvData22709338__1.csv,Date,Date
csvData1068737__2.csv,csvData7239025.csv,FGA,FGA
csvData2852713__12.csv,csvData5656730.csv,Rpos,Rpos
csvData2852713__12.csv,csvData5656730.csv,Acquired,Acquired
csvData9079863__8.csv,csvData8162382__2.csv,Date,Date
csvData10074535__14.csv,csvData2879490.csv,OPS,OPS
csvData7470046__2.csv,csvData19521376.csv,ORB%,ORB%
csvData7470046__2.csv,csvData19521376.csv,Opp,Opp
csvData29387459__3.csv,csvData29387459__2.csv,ORB%,ORB%
csvData29387459__3.csv,csvData29387459__2.csv,DRtg,DRtg
csvData17302070__11.csv,csvData2590167__10.csv,POS,POS
csvData17302070__11.csv,csvData2590167__10.csv,GIDP,GIDP
csvData14780613__0.csv,csvData28361452.csv,ORB%,ORB%
csvData14780613__0.csv,csvData28361452.csv,GmSc,GmSc
csvData10602310__2.csv,csvData11387111.csv,BLK%,BLK%
csvData10602310__2.csv,csvData11387111.csv,GmSc,GmSc
csvData18562133__2.csv,csvData28193349.csv,SLG,SLG
csvData18562133__2.csv,csvData28193349.csv,POS,POS
csvData19621512__17.csv,csvData8549891.csv,oppRPA+,oppRPA+
csvData14518660__12.csv,csvData12633639.csv,Rbat,Rbat
csvData14518660__12.csv,csvData12633639.csv,Rbaser,Rbaser
csvData4676916__9.csv,csvData4676916__9.csv,OPS,OPS
csvData4676916__9.csv,csvData4676916__9.csv,AVG,AVG
csvData15745723__7.csv,csvData15745723__4.csv,OPS,OPS
csvData4269776__2.csv,csvData22060727.csv,STL%,STL%
csvData4269776__2.csv,csvData22060727.csv,Age,Age
csvData4269776__2.csv,csvData22060727.csv,ORtg,ORtg
csvData17377633__3.csv,csvData22060727__0.csv,TRB%,TRB%
csvData29453038__18.csv,csvData24807247__2.csv,Team,Team
csvData24131822__5.csv,csvData15497713__2.csv,oppOBP,oppOBP
csvData24131822__5.csv,csvData15497713__2.csv,oppRPA+,oppRPA+
csvData9371268__3.csv,csvData6494261.csv,Date,Date
csvData26651945__9.csv,csvData18493125__15.csv,Player,Player
csvData7615166__6.csv,csvData7615166__5.csv,Player,Player
csvData22475593__0.csv,csvData8014892.csv,USG%,USG%
csvData22475593__0.csv,csvData8014892.csv,Opp,Opp
csvData22475593__0.csv,csvData8014892.csv,DRtg,DRtg
csvData25437325__3.csv,csvData15745723__16.csv,Player,Player
csvData25437325__3.csv,csvData15745723__16.csv,POS,POS
csvData9768769__0.csv,csvData7104405.csv,POS,POS
csvData9768769__0.csv,csvData7104405.csv,OPS,OPS
csvData17302070__4.csv,csvData23033509__2.csv,Player,Player
csvData29383799__16.csv,csvData29383799__15.csv,Team,Team
csvData1431383__0.csv,csvData786002__2.csv,DRtg,DRtg
csvData23003743__3.csv,csvData3780968.csv,Team,Team
csvData23003743__3.csv,csvData3780968.csv,OPS,OPS
csvData1761445__4.csv,csvData1761445__3.csv,Opponent,Opponent
csvData15965777__12.csv,csvData15965777__15.csv,OBP,OBP
csvData7104405__2.csv,csvData7104405__2.csv,Team,Team
csvData25794067__0.csv,csvData20076526__1.csv,AST%,AST%
csvData25441565__1.csv,csvData5041031.csv,BLK%,BLK%
csvData786002__1.csv,csvData1853077.csv,TS%,TS%
csvData20535739__12.csv,csvData25758413.csv,Team,Team
csvData24108736__5.csv,csvData8479264__1.csv,OPS,OPS
csvData18661263__14.csv,csvData9768769.csv,Team,Team
csvData18661263__14.csv,csvData9768769.csv,OPS,OPS
csvData18661263__14.csv,csvData9768769.csv,Player,Player
csvData6027794__15.csv,csvData6027794__14.csv,AGE,AGE
csvData6027794__15.csv,csvData6027794__14.csv,oppOPS,oppOPS
csvData6027794__15.csv,csvData6027794__14.csv,oppTAv,oppTAv
csvData6027794__15.csv,csvData6027794__14.csv,oppSLG,oppSLG
csvData9739809__1.csv,csvData9739809__7.csv,GIDP,GIDP
csvData2877720__14.csv,csvData2877720__12.csv,SLG,SLG
csvData22060727__0.csv,csvData28675422.csv,DRB%,DRB%
csvData22060727__0.csv,csvData28675422.csv,ORB%,ORB%
csvData23033509__3.csv,csvData21084464.csv,Player,Player
csvData20075499__8.csv,csvData12237031.csv,OBP,OBP
csvData2485779__4.csv,csvData2485779__4.csv,Team,Team
csvData25441565__1.csv,csvData1786628__8.csv,eFG%,eFG%
csvData25441565__1.csv,csvData1786628__8.csv,TRB%,TRB%
csvData20535739__9.csv,csvData2590167__1.csv,SLG,SLG
csvData15894443__10.csv,csvData12906779__13.csv,SLG,SLG
csvData5124506__0.csv,csvData20535739__14.csv,Team,Team
csvData5124506__0.csv,csvData20535739__14.csv,Player,Player
csvData21873021__8.csv,csvData22944565.csv,SLG,SLG
csvData15745723__17.csv,csvData18661263__15.csv,Player,Player
csvData14518660__14.csv,csvData27874414__0.csv,Rbat,Rbat
csvData2877720__10.csv,csvData2877720__10.csv,Team,Team
csvData2877720__10.csv,csvData2877720__10.csv,AVG,AVG
csvData27987124__13.csv,csvData8155279.csv,Player,Player
csvData23141915__1.csv,csvData23141915__2.csv,BLK%,BLK%
csvData23141915__1.csv,csvData23141915__2.csv,TOV%,TOV%
csvData23141915__1.csv,csvData23141915__2.csv,DRtg,DRtg
csvData2761087__0.csv,csvData2761087__16.csv,Team,Team
csvData27987124__0.csv,csvData10074535.csv,Player,Player
csvData27987124__0.csv,csvData10074535.csv,AVG,AVG
csvData6444295__7.csv,csvData12976003__3.csv,ORB,ORB
csvData6444295__7.csv,csvData12976003__3.csv,BPG,BPG
csvData19688700__5.csv,csvData18784108__0.csv,Player,Player
csvData10508770__4.csv,csvData14963477.csv,OPS,OPS
csvData10508770__4.csv,csvData14963477.csv,GIDP,GIDP
csvData25019043__1.csv,csvData25019043.csv,TRB%,TRB%
csvData25019043__1.csv,csvData25019043.csv,GmSc,GmSc
csvData25019043__1.csv,csvData25019043.csv,DRtg,DRtg
csvData4676916__10.csv,csvData23033509__1.csv,OPS,OPS
csvData11284975__0.csv,csvData21118469.csv,eFG%,eFG%
csvData1644016__5.csv,csvData5041031.csv,DRB%,DRB%
csvData18562133__3.csv,csvData29383799__19.csv,Player,Player
csvData13336059__19.csv,csvData13336059__16.csv,Player,Player
csvData22935665__3.csv,csvData5809469.csv,TOV%,TOV%
csvData5376485__14.csv,csvData5124506__3.csv,OPS,OPS
csvData3726343__7.csv,csvData3726343__7.csv,GIDP,GIDP
csvData19130941__0.csv,csvData23033509__3.csv,SLG,SLG
csvData1644016__5.csv,csvData18926379.csv,BLK%,BLK%
csvData16461238__2.csv,csvData16461238__0.csv,Opponent,Opponent
csvData7104405__6.csv,csvData2877720__15.csv,SLG,SLG
csvData26655046__1.csv,csvData15327850.csv,TS%,TS%
csvData26655046__1.csv,csvData15327850.csv,USG%,USG%
csvData6468042__1.csv,csvData6468042__2.csv,STL,STL
csvData21084464__3.csv,csvData2879490.csv,Player,Player
csvData5376485__12.csv,csvData5376485.csv,OPS,OPS
csvData25283220__1.csv,csvData21084464.csv,Team,Team
csvData13997791__2.csv,csvData18661263.csv,SLG,SLG
csvData1068737__2.csv,csvData14443150.csv,FTA,FTA
csvData1068737__2.csv,csvData14443150.csv,TOV,TOV
csvData13726780__2.csv,csvData15302880__2.csv,eFG%,eFG%
csvData9768769__2.csv,csvData2590167__0.csv,OPS,OPS
csvData26651945__0.csv,csvData2761087__19.csv,Team,Team
csvData12739105__3.csv,csvData21329068.csv,AST%,AST%
csvData12739105__3.csv,csvData21329068.csv,ORtg,ORtg
csvData10074535__0.csv,csvData10074535__0.csv,OPS,OPS
csvData10074535__0.csv,csvData10074535__0.csv,Player,Player
csvData4460__1.csv,csvData4460__0.csv,USG%,USG%
csvData25437325__3.csv,csvData25437325__1.csv,Team,Team
csvData26649044__3.csv,csvData4302202.csv,oRAR,oRAR
csvData26649044__3.csv,csvData4302202.csv,WAA,WAA
csvData26649044__3.csv,csvData4302202.csv,Acquired,Acquired
csvData26649044__3.csv,csvData4302202.csv,dWAR,dWAR
csvData23003743__0.csv,csvData20535739__5.csv,Player,Player
csvData2852713__19.csv,csvData2852713__16.csv,oRAR,oRAR
csvData2852713__19.csv,csvData2852713__16.csv,Pos Summary,Pos Summary
csvData2852713__19.csv,csvData2852713__16.csv,Salary,Salary
csvData2852713__19.csv,csvData2852713__16.csv,Name,Name
csvData15641377__3.csv,csvData12336969.csv,BLK%,BLK%
csvData15641377__3.csv,csvData12336969.csv,DRB%,DRB%
csvData15641377__3.csv,csvData12336969.csv,eFG%,eFG%
csvData15641377__3.csv,csvData12336969.csv,GmSc,GmSc
csvData1902536__0.csv,csvData1902536__4.csv,Player,Player
csvData1902536__0.csv,csvData1902536__4.csv,OBP,OBP
csvData4798003__1.csv,csvData18661263__3.csv,GIDP,GIDP
csvData7063593__2.csv,csvData7063593__3.csv,STL%,STL%
csvData20535739__5.csv,csvData2877720__12.csv,GIDP,GIDP
csvData1102081__14.csv,csvData1102081__14.csv,POS,POS
csvData10027553__1.csv,csvData8479264.csv,SLG,SLG
csvData10027553__1.csv,csvData8479264.csv,POS,POS
csvData14833792__5.csv,csvData21084464__7.csv,Player,Player
csvData29383799__2.csv,csvData29383799__1.csv,Team,Team
csvData24108736__0.csv,csvData398599.csv,Player,Player
csvData7789467__2.csv,csvData7789467__2.csv,VORP,VORP
csvData7789467__2.csv,csvData7789467__2.csv,oppOPS,oppOPS
csvData7789467__2.csv,csvData7789467__2.csv,oppSLG,oppSLG
csvData7789467__2.csv,csvData7789467__2.csv,oppRPA+,oppRPA+
csvData4823585__2.csv,csvData2761087__11.csv,Player,Player
csvData24782950__1.csv,csvData21605049.csv,ORtg,ORtg
csvData24782950__1.csv,csvData21605049.csv,GmSc,GmSc
csvData8549891__9.csv,csvData8549891__10.csv,TEAM,TEAM
csvData13703215__15.csv,csvData8620997.csv,Team,Team
csvData3383853__10.csv,csvData7104405__7.csv,Player,Player
csvData3383853__11.csv,csvData3383853__9.csv,Player,Player
csvData1635358__4.csv,csvData26472177.csv,AST%,AST%
csvData1635358__4.csv,csvData26472177.csv,ORtg,ORtg
csvData1635358__4.csv,csvData26472177.csv,TRB%,TRB%
csvData8963593__3.csv,csvData27125588.csv,ORB%,ORB%
csvData19688700__2.csv,csvData2877720__7.csv,Player,Player
csvData7222492__5.csv,csvData7222492__9.csv,FGA,FGA
csvData7222492__5.csv,csvData7222492__9.csv,FTA,FTA
csvData25283220__8.csv,csvData20535739.csv,Player,Player
csvData25283220__8.csv,csvData20535739.csv,AVG,AVG
csvData2404013__7.csv,csvData25499568.csv,SLG,SLG
csvData9079863__6.csv,csvData2660625__1.csv,ORtg,ORtg
csvData9768769__8.csv,csvData9768769__1.csv,GIDP,GIDP
csvData26651945__14.csv,csvData2485779.csv,AVG,AVG
csvData26651945__14.csv,csvData2485779.csv,Player,Player
csvData10513074__1.csv,csvData22833518__3.csv,POS,POS
csvData10513074__3.csv,csvData10513074__2.csv,GIDP,GIDP
csvData24131822__7.csv,csvData7789467.csv,oppOBP,oppOBP
csvData14833792__3.csv,csvData14833792__4.csv,Player,Player
csvData14585065__2.csv,csvData12976003.csv,Player,Player
csvData14585065__2.csv,csvData12976003.csv,FG%,FG%
csvData7789467__0.csv,csvData7789467__2.csv,VORP,VORP
csvData7789467__0.csv,csvData7789467__2.csv,oppSLG,oppSLG
csvData7789467__0.csv,csvData7789467__2.csv,oppRPA+,oppRPA+
csvData10547086__13.csv,csvData18493125__13.csv,Player,Player
csvData18518969__7.csv,csvData22418917.csv,STL%,STL%
csvData18518969__7.csv,csvData22418917.csv,USG%,USG%
csvData26724876__3.csv,csvData26724876__3.csv,RPG,RPG
csvData26724876__3.csv,csvData26724876__3.csv,TOV,TOV
csvData22475593__0.csv,csvData10001964.csv,AST%,AST%
csvData22475593__0.csv,csvData10001964.csv,TRB%,TRB%
csvData18562133__3.csv,csvData18562133__0.csv,POS,POS
csvData18562133__3.csv,csvData18562133__0.csv,OBP,OBP
csvData11387111__4.csv,csvData27012523__2.csv,Date,Date
csvData11387111__4.csv,csvData27012523__2.csv,ORB%,ORB%
csvData11387111__4.csv,csvData27012523__2.csv,Age,Age
