source,compare,coluna,tipo
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,vertalign,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,gradesd,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,designspeed,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,specialsystems,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,avgcombination,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,survd,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,survf,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,gradesc,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,lrsid,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,dirfactor,match
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,ruralurban,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,medianwidth,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,donutvolumegroup,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,percgreen,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,throughlanes,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,kfactor,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,perccombination,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,isgrouped,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,issample,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,psr,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,stdvolumegroup,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,typefacility,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,gradesf,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,aadt,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,yearrecord,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,widefeas,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,typesignal,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,endlrs,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,unbuiltfacility,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,donutexpfactor,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,stdexpfactor,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,statecode,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,accesscontrol,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,turnlanesr,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,interroutenumber,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,horzalign,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,curvesf,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,fsystem,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,lanewidth,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,survh,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,gradesb,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,routesigning,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,gradese,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,pavementtype,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,shoulderwidthl,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,survb,diferente
USA_CSV0000000000034882__26.csv,USA_CSV0000000000034882__23.csv,turnlanesl,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,curvese,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,survd,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,unbuiltfacility,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,vsf,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,atgradesigns,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,turnlanesr,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,yearrecord,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,shoulderwidthr,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,lanewidth,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,peakparking,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,toll,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,atgradesignal,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,throughlanes,match
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,vertalign,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,sampleid,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,ruralurban,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,donutexpfactor,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,routequalifier,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,survi,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,donutvolumegroup,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,hov,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,lrsid,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,climatezone,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,gradesa,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,kfactor,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,nonattcode,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,ismetric,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,truckroute,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,countycode,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,accesscontrol,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,curvesa,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,ownership,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,gradesc,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,curvesc,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,sectionid,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,interroutenumber,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,futaadt,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,survg,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,issample,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,psr,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,designspeed,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,curvesf,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,stdvolumegroup,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,beginlrs,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,yearsurfimprov,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,sectionlength,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,typefacility,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,survh,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,gradesf,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,avgcombination,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,gradesb,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,survf,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,aadt,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,samplingtech,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,gradese,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,pavementtype,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,gfsystem,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,survb,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,shoulderwidthl,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,percsingleunit,diferente
USA_CSV0000000000033847__12.csv,USA_CSV0000000000034882__4.csv,urbancode,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,sampleid,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,ownership,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,gradesb,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,unbuiltfacility,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,hov,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,gradese,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,shoulderwidthr,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,shoulderwidthl,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,sectionid,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,lrsid,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,peakparking,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,percsingleunit,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,curvese,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,ruralurban,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,mediantype,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,throughlanes,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,kfactor,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,perccombination,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,truckroute,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,survd,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,vsf,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,isgrouped,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,curvesc,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,avgsingleunit,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,issample,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,surva,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,stdvolumegroup,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,typefacility,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,gradesf,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,atgradesigns,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,yearrecord,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,urbancode,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,widefeas,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,vertalign,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,typesignal,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,routequalifier,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,gradesa,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,shouldertype,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,countycode,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,accesscontrol,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,curvesa,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,turnlanesr,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,interroutenumber,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,curvesf,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,beginlrs,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,peakcapacity,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,toll,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,atgradesignal,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,peaklanes,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,lanewidth,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,survh,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,survf,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000033847__16.csv,pavementtype,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,vertalign,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,gradesf,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,truckroute,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,accesscontrol,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,curvesa,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,unbuiltfacility,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,curvesf,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,stdvolumegroup,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,beginlrs,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,routequalifier,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,survf,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,shoulderwidthr,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,pavementtype,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,curvesc,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,peakparking,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,urbancode,match
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,curvese,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,sampleid,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,typesignal,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,donutexpfactor,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,survi,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,donutvolumegroup,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,lrsid,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,hov,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,climatezone,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,mediantype,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,throughlanes,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,shouldertype,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,perccombination,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,nonattcode,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,ismetric,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,ownership,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,vsf,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,survd,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,isgrouped,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,turnlanesr,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,gradesc,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,sectionid,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,futaadt,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,survg,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,avgsingleunit,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,surva,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,psr,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,designspeed,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,peakcapacity,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,yearsurfimprov,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,toll,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,sectionlength,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,atgradesignal,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,lanewidth,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,peaklanes,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,avgcombination,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,gradesb,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,yearrecord,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,aadt,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,samplingtech,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,atgradesigns,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,gradese,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,gfsystem,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,survb,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,shoulderwidthl,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,percsingleunit,diferente
USA_CSV0000000000034882__13.csv,USA_CSV0000000000034882__3.csv,widefeas,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,vertalign,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,gradesd,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,specialsystems,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,avgcombination,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,survd,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,survf,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,gradese,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,lrsid,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,dirfactor,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,iri,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,medianwidth,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,endlrs,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,unbuiltfacility,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,donutexpfactor,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,percgreen,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,mediantype,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,climatezone,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,throughlanes,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,kfactor,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,nonattcode,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,accesscontrol,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,isgrouped,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,gradesc,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,interroutenumber,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,survg,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,psr,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__6.csv,curvesd,diferente
